	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17
F1193	102375.972759938	213664.502800659	132662.741542082	161222.977383811	75662.6850757001	208662.726404841	195111.456842152	278062.056362432	222283.523005918	223074.874457995	171172.287755972	133900.538939636	152842.383528056	200879.604272672	74048.7982941451	97376.7302065129	101793.406675168	189898.929374191
F1194	55600.8823389462	58263.6448994043	70284.7733807314	104983.39835261	50722.8245982602	133783.472393384	107371.55388355	239212.141981832	188060.391430338	191519.999153673	98774.7617693852	277957.556397902	165992.212986601	220938.501779087	183776.767646826	59176.2548664122	33925.0595917333	33760.4533798251
F1195	124272.089183037	145157.759335435	74481.7958997049	123977.471178248	134950.167912484	166292.391821143	99914.1613420763	172927.714281707	126230.501223364	175758.712444589	91033.2062840034	197262.751164345	118769.281222499	167521.271285949	128974.538662432	110596.488542228	119056.881941364	138437.358928143
F1196		39780.0910680104	29230.105157124	49236.0668391714	39080.13824778	87004.5990661985	45529.1151921898	192575.943973918	139211.776699787	166972.91316207	29782.8545870134	53436.1744450155	44829.5751781565	100176.842633768	26797.1557751492	47142.826252555	59301.1353408489	46541.6228559356
F1197	47616.8291965542	231532.643387827	57715.7911654969	78979.1900920112	43920.6096580242	114290.565329466	103985.513545836	275653.904256172	113716.963126696	191065.110821593	92791.6501426054	57289.9954148485	62991.9413760578	101543.186681294	42073.4897281658	70595.2328176022	62007.4520545901	204688.709420678
F1198	68854.5010063484	90425.7060427259	64860.4949359741	94813.9069221897	57514.1966192428	121809.695396876	63089.2779664728	161929.061478568	117917.544920739	119895.052429604	60121.9061394376	127363.607777315	74147.0609953855	139701.69313207	67868.6543523775	95556.56059998	82672.4029828315	96504.1597715477
F1199	29119.8709964365	137384.994577572	113459.902845444	78184.2411343625	92217.0645201277	200625.872172874	121719.406364652	246490.919896078	106010.574741052	116934.185120525	75197.9020904412	70655.3372405481	214073.960775104	225419.870149996	196383.209223826	48851.2662030782	26355.2611184514	128816.977506454
F1200	90750.3693400284	83766.8282295607	69921.1645774691	67201.6468692077	95525.0198181044	64755.1404061893	89378.3415542853	126224.162688642	125899.006450096	143562.621178992	91731.9385358931	88937.5870531411	104400.657328059	105851.483976141	81107.021696565	81871.0225798551	80052.4030493774	108158.377662102
F1201	226979.517129754	195116.8432694	168848.963176822	178651.942708306	130127.434166345	138205.96846612	153841.331370916	88850.6690070917	125741.737581301	100536.48139478	123438.079732179	101527.185771646	164010.003654226	77048.5890306062	148058.823142351	199378.253953488	273892.943325358	227643.405972938
F1202	17123.9148355319	92117.5268527716	40164.5056274979	27776.4090827515	15744.0797642979	177390.204322406	57074.5713088947	273840.790166831	96234.1394105736	77226.0457160509	25236.9470047807	87899.1566692099	48311.0334610091	147523.303782496	23130.7999552857	25749.8370710641	25142.8771892007	43157.3494296938
F1203	154482.564481573	273737.225848278	96900.5845200803	111299.331271594	28857.0864494014	171822.772132787	166692.636984683	152156.424794736	179656.941054884	130299.750359781	113884.816255979	65827.5544685111	97332.8002210778	67451.2310590395	26747.7300266009	190757.809356797	178717.369388123	186150.325649866
F1204	11309.091315902	73400.0643725247	21644.4661013395	109554.659612039	26181.0403012262		126010.989379826	36798.6687633189	121523.780165442	85874.756701722	103600.420205173	273523.164403178	128470.501824841	127057.250655151	38113.4059992068	74448.6955881721	39708.5946955203	40106.7968085053
F1205	132982.829277857	209642.623751776	111390.680485569	142350.898899621	90971.4941096272	155858.812171543	264137.528103464	141979.56356486	273516.495402388	161546.785977846	194713.808402421	198445.079215329	120198.52315808	203590.998321504	59536.3058737215	232069.051105012	261920.303743098	158731.058462038
F1206	230382.272000372	238080.426459663	272479.010875508	247772.709934135		193854.593515342	103103.217566142	266174.999710794	219393.075440247	271709.303399638	196435.994838229	245570.653991605	245715.947609147	226793.254700311	124652.111674366	266186.965061923	238669.043721873	239881.220509359
F1207	121155.723901786	152575.047524387	161587.550233512	148921.573964886	257712.577763547	223096.860611272	128020.016166236	225280.059282702	113363.987573471	204643.291038739	135548.872088692	247973.159155001	150243.414036408	164471.310200208	104975.213466172	162672.960704639	137910.43865452	156667.094184657
F1208	77199.3196431051	156766.502085813	144664.498387506	185501.495484268	52348.5825801116	188851.291510144	72735.087826303	135386.722154381	109978.842955617	113625.693691616	66183.2492676819	180540.572241559	128515.464897957	187377.168555666	51331.371421527	114756.278367787	54016.213078689	177889.179070284
F1209	111526.430360186	233072.961901032	137993.58934846	210908.113593614	84843.2706744316	118549.987423982	248556.060464834	227552.404826417	194474.082293486	173187.575353077	259787.875964658	187312.114991282	211708.439662635	250697.010654721	118344.967442896	171963.533468017	127201.757743681	228357.094273212
F1210	61079.5594609837		56797.7152091316	33885.4182685716	154742.131693665	39284.8116489406	34605.5742805322	67700.3769697409	67429.3390628744	174806.574058892	74824.9110514062	102640.903560807	88163.1283930623	90084.9245348303	81940.5278780718	28665.7045660009	26614.0171024107	34922.1467631448
F1211	188428.421566554	160831.039782258	104879.391462851	62020.7986850587	189572.768452824	29211.1177901113	190490.512597188	139487.993338698	127769.66857713	111798.823877852	206365.745750258	167697.640500303	145987.947581963	154744.528844659	107547.138467742	199796.617370034	143722.147991605	270787.972865299
F1212	84213.5723100458	84910.2635360337	252577.602657134	81815.577255381	102353.869456872	81348.4457515259	87432.5157412387	82726.2244172878	99542.1073835313	69616.4173409979	89510.8802032888	90165.3031265853	84837.0694877009	67600.8626128379	81829.7618518182	270781.219569599	74235.5618918636	86967.1913424171
F1213	34059.3741033906	11610.843418176	144192.225762825	70654.9194272931	61124.1340225511		109283.572824958	75858.224117625	218339.628055874	62453.483320081	143078.198385681	99020.0172778484	49056.2316038788	214342.550550193	50163.5268106049		82439.4739718288	150407.454081198
F1214	116751.373188441	270214.992257654	191806.946832286	254268.968505535	82741.7386645353	216504.652539083	206695.023371237	250193.186178672	188042.086045334	187456.008098602	161275.852282645	119936.42235923	150957.813773794	196713.168742255	110780.697297572	199711.298990786	157534.858773076	200323.135595039
F1215	79822.1913280047	141062.285733777	73197.4559816621	101178.730875159	30327.160601325	169144.203640562	82399.2956076643	95645.93642805	91285.8615040571	88976.2351951112	67171.8130357577	35060.3248869665	43791.9029671646	70087.8274982861	38585.9838813224	152511.132314889	153031.038014615	184371.74394423
F1216	35576.8267759957	53794.0211065153	54080.9300982922	90434.4936973364	93129.0449834796	135325.28033788	93633.9879178121	139889.235925949	125769.680013055	141802.285990289	53004.0913274271	143904.589142382	61026.4008310054	164352.91341819	90587.0756055423	148287.371617644	86047.1506075135	112162.658353912
F1217	73354.5378922777	60002.2796034216	85319.8207121107	90111.829398476	74956.5137089688	223275.451871066	36242.5795411221	82865.2461918525	68001.0560546364	61819.5194561999	26500.9952627133	58318.7254390212	55009.073576107	109679.915211602	66544.0616204579	269048.80436995	52743.0149506225	178530.991127294
F1218	154022.786594345	67822.849482863	116056.281688873	103369.987954408	124931.564838023	89824.7858566787	102219.898756985	167752.683327769	156325.901969032	205205.134757943	121567.605168875	197652.016814966	177761.900653768	162868.581020334	218192.666142257	139607.866711941	134680.278002693	118697.837209023
F1219	72165.6082312846	192106.432401022	155591.114113734	231181.873924243	65951.6935851603	109986.989260394	146452.449975864	182460.359901145	127494.981833712	181325.302327479	122056.256518476	266980.919073944	176697.088983702	203819.837648508	91946.7636101257	186035.452152337	121052.332169003	191644.975094914
F1220	83705.0682382345	37886.5187397389	103212.249319231	25064.7393004626	53653.599464563	40135.7205612522	62562.4402398919		72351.6087851281	258115.236964492	61559.5535469103	46413.4136514568	266935.401269742	24878.9234537217	55457.9578737321	63030.6686110359	80130.0292161239	55983.3977043556
F1221	133793.82464569	78934.8231005808	81493.1723384822	47090.3824887214	201839.184378675	36880.5541204988	81378.4551602548		107294.402654524	126070.561879715	101070.264442485	172908.937014712	115202.878182751	76755.2141917668	83389.1899684724	85728.5536152029	93164.2532236855	125116.726424988
F1222	31690.408076133	50676.9067769025	29858.2600817456	64642.6695970714	266533.896152565	37037.3882867502	19132.8476158034	44253.5623746926	41502.0095262362	46128.6083048838	39021.6735458502	112714.587429104	27876.4352493553	45496.2512023222	68765.1261311888	38625.6175221339	33014.2471681747	29011.4309860832
F1223	65062.2493782558	141106.337580052	91361.4393944094	92024.0481245937	70716.9498687691	124272.019462272	163347.732212913	257056.579114962	173245.428070689	88693.5245630896	80627.9430466952	189001.495858098	187908.787740693	180223.677921412	107874.139810855	117379.639722804	40480.5393073143	99462.5940418952
F1224	116749.772272963	42956.4825648633	80006.6343410106	80436.1668764886	54192.134971491	45491.9953086427	58712.4296977764	124552.447437273	97561.0218834358	86370.8481499618	90255.9543362907	103405.887442848	105724.262300819	155683.753618565	143447.096336129	115717.585415815	96011.7367290856	128671.227729538
F1225	264115.856359667	33884.2564573938	71503.8436577537	60826.8968985345	160173.240084796	17791.9034798281	55466.6655464429	126467.851680305	54351.5894879159	64965.9390971114	101893.819660108	151646.605391622	141582.836693367	70763.9285180545	148827.513922945	79119.8218886275	67231.3366842365	52268.3072537645
F1226	150245.688200032	196247.336503745	176986.094935275	203723.986350317	174437.540869704	63056.7346416821	151733.806098247	65210.2832831665	144361.374430264	150583.073228027	149499.75304026	223760.465773933	185693.757048557	93946.4036313717	232014.411332943	263420.808930008	193297.544399281	146117.690766246
F1227	86285.2385458215	102170.774220685	60797.2163728517	60565.1404366015	102147.921649901	58124.5739618699	80398.3994138338	245045.024854388	191606.843334334	113938.392323853	166913.463682339	128919.255913339	262116.051319498	141236.266185831	150841.951375358	72411.9145958486	54722.1034618784	42357.690649457
F1228	41434.1738344593	64205.0658634682	179773.905810645	99948.4495820458	153655.74236928	44181.0894114805	181235.639614127	180556.369258005	178356.065412963	258400.97129136	153695.817380152	215548.596230355	222078.883945627	256769.455798955	260480.476289645	118624.88718205	56799.6739303477	67169.2158056182
F1229	223851.356700101	70693.1577276194	121021.602121721	133836.447362407	108282.239401539	75621.2054226927	83485.2188459418	100810.753036579	92901.906974418	116907.182698022	96106.5319607716	195858.043610755	127266.452001163	223686.438813841	260468.940634801	190442.619724377	95285.8576604953	102439.763655099
F1230	108087.271884033	50460.0867632539	103065.153845569	82722.0292683307		47968.4764929523	96769.8010078008	141942.092066725	112077.816930697	59322.6365268394	112781.555289942	90781.5868472088	139306.565153984	173845.077547285	198479.412185998	92110.0501450184	65498.3923586093	86749.1985107404
F1231	166044.622057629	74257.332372917	101724.951718016	259401.405622812	142377.579573821	159068.577958741	173860.591001822	61175.1401970818	165288.703760867	220606.046519691	66693.2564133358	258274.823780478	76231.5924908113	189820.432057661	74888.9251016118	253720.666693857	184582.714981026	248700.632199505
F1232	234839.869220753	218314.589485276	219655.471661567	181600.965838702	195223.537759778	229110.458635625	229075.095501914	179604.220806004	209013.317663866	197167.38743371	238178.506768101	201041.402944783	235173.409084171	185685.211210477	243922.368593442	259369.507225662	255117.404253884	210247.481401231
F1233	100429.638357675	46703.6186679701	55140.7549712973	79507.7602871806	148004.355839291		93005.021491622	143518.835169199	139410.985076177	177411.869092422	134350.977051124	168936.895840435	122267.738735735	73815.2853952883		68966.9475889995	57588.7727176259	57783.7428147847
F1234	77847.0365587109	84903.6600252554	57062.3753358876		24685.7973428859	172850.547287864	86606.9458882128	181516.551170578	133036.847744542	242015.690769412	59553.5716721599	139814.890429432	42568.4695883069	183421.612243578	50347.2475708226	20945.4743553493	55512.3791788652	52222.1518634666
F1235	75235.3338918214	96173.2845497789	84424.8067173985	81299.5134828329	41117.2015499517	240484.008132087	91350.3064329427	258617.50973033	151760.37025487	121008.342885653	90463.8765312693	151909.528037552	120529.75607439	182537.840509667	121281.491827306	78512.3352808937	69880.5021540714	85394.0948912564
F1236	48730.0160239838	197735.08334233	117830.565550557	105074.09051409	82679.8391710882	183102.170871183	192010.359176711	258317.979369239	254301.424330776	239242.247794299	140714.721582246	146703.743851021	202394.982175816	156114.565468414	86860.2855527435	126099.197515864	98565.4189906972	103774.03547377
F1237	17721.4063585632	113134.395998951	121808.200982344	98447.7859336241	69972.4217362785	257346.383132806	234555.734160021	218041.798918364	50976.9328731577	138107.25559961	40310.4824239241	45251.7425572484	181228.077516624	157472.305437505	88093.3750963799	179011.733821061	33935.5933144849	77105.9200059259
F1238	59167.10494708	93518.5338612116	74285.0122913139	78312.6025160231	88112.598208266	70790.2672075809	85155.0168481666	102235.522237466	133791.660503765	119718.428261911	104000.715188275	193628.683760231	95216.0105555403	129257.048048884	103486.019981053	84827.9210029362	95671.1811462368	208742.721218447
F1239	65156.3471697256	34067.4946589708	73759.7765105258	27862.1831573239	66275.7713138516	56760.7907468014	48817.6430615748		128104.355200701	96794.4223926693	92012.0658071065	144399.022216744	176566.995635368	124446.022241653	155876.106731205	61789.0429342085	40362.6268644752	67457.8342611014
F1240	21908.1207479507	24886.5232055884	27145.3825219346	137203.551025504	31274.8167499133	162759.676798141	32006.488593935	27978.4063457649	48974.573856779	47407.5150039557		148042.801856325	19510.0172346046	135617.267042832	20568.2949864966	141816.729870769	43695.5214944091	255976.937711644
